Id,Speed,TravelTime,Status,DataAsOf,linkId
129,53.43,86,0,3/2/2022 21:49:12,4616246
129,57.16,81,0,3/2/2022 21:54:12,4616246
129,55.3,83,0,3/2/2022 21:58:13,4616246
129,57.16,81,0,3/2/2022 22:03:13,4616246
129,54.05,86,0,3/2/2022 22:09:14,4616246
129,55.92,82,0,3/2/2022 22:14:11,4616246
129,55.3,84,0,3/2/2022 22:39:12,4616246
129,53.43,87,0,3/2/2022 22:19:12,4616246
129,53.43,87,0,3/2/2022 22:24:12,4616246
129,55.3,84,0,3/2/2022 22:29:12,4616246
129,54.05,86,0,3/2/2022 22:34:12,4616246
129,57.78,80,0,3/2/2022 22:44:12,4616246
129,57.78,80,0,3/2/2022 22:49:12,4616246
129,56.54,82,0,3/2/2022 22:54:11,4616246
129,55.3,84,0,3/2/2022 22:59:14,4616246
129,58.4,79,0,3/2/2022 23:04:13,4616246
129,59.03,78,0,3/2/2022 23:09:13,4616246
129,59.03,78,0,3/2/2022 23:14:13,4616246
129,59.03,78,0,3/2/2022 23:19:12,4616246
129,58.4,79,0,3/2/2022 23:24:12,4616246
129,57.78,80,0,3/2/2022 23:29:12,4616246
129,35.41,130,0,3/2/2022 23:34:13,4616246
129,11.8,385,0,3/2/2022 23:39:13,4616246
129,59.65,77,0,3/2/2022 23:44:13,4616246
129,56.54,82,0,3/2/2022 23:49:12,4616246
129,62.75,73,0,3/3/2022 00:04:11,4616246
129,53.43,86,0,3/2/2022 23:54:11,4616246
129,57.16,81,0,3/2/2022 23:59:13,4616246
129,60.27,77,0,3/3/2022 00:09:13,4616246
129,62.75,74,0,3/3/2022 00:14:13,4616246
129,67.1,69,-,3/3/2022 00:19:11,4616246
129,0,0,-,3/3/2022 00:24:12,4616246
129,0,0,-,3/3/2022 00:29:12,4616246
129,71.45,65,-,3/3/2022 00:34:11,4616246
129,63.37,73,0,3/3/2022 00:39:12,4616246
129,57.78,80,0,3/3/2022 00:44:11,4616246
129,54.05,86,-,3/3/2022 00:49:12,4616246
129,55.92,83,-,3/3/2022 00:54:13,4616246
129,60.89,76,-,3/3/2022 00:59:12,4616246
129,37.28,123,-,3/3/2022 01:04:11,4616246
129,39.14,118,-,3/3/2022 01:09:11,4616246
129,56.54,82,-,3/3/2022 01:14:11,4616246
129,66.48,70,-,3/3/2022 01:18:12,4616246
129,55.92,82,0,3/3/2022 01:23:11,4616246
129,49.7,93,-,3/3/2022 01:29:11,4616246
129,49.7,93,-,3/3/2022 01:34:11,4616246
129,57.16,81,0,3/3/2022 02:14:12,4616246
129,0,0,-,3/3/2022 01:38:11,4616246
129,49.08,95,-,3/3/2022 01:44:12,4616246
129,50.33,92,-,3/3/2022 01:53:11,4616246
129,61.51,75,0,3/3/2022 01:58:13,4616246
129,62.75,74,0,3/3/2022 02:03:11,4616246
129,48.46,95,-,3/3/2022 02:24:11,4616246
129,13.04,345,-,3/3/2022 02:34:12,4616246
129,54.68,85,-,3/3/2022 02:44:12,4616246
129,57.16,81,-,3/3/2022 02:48:11,4616246
129,56.54,82,-,3/3/2022 02:58:12,4616246
129,59.03,78,0,3/3/2022 03:04:12,4616246
129,57.78,80,0,3/3/2022 03:09:12,4616246
129,60.27,77,0,3/3/2022 03:18:11,4616246
129,59.03,78,0,3/3/2022 03:24:11,4616246
129,55.92,83,0,3/3/2022 03:28:11,4616246
129,52.19,88,0,3/3/2022 03:34:10,4616246
129,57.78,80,0,3/3/2022 03:39:11,4616246
129,57.78,80,0,3/3/2022 03:44:10,4616246
129,56.54,82,0,3/3/2022 03:49:11,4616246
129,55.3,84,0,3/3/2022 03:54:11,4616246
129,55.3,83,0,3/3/2022 03:59:12,4616246
129,54.68,85,0,3/3/2022 04:04:11,4616246
129,52.19,88,0,3/3/2022 04:09:10,4616246
129,53.43,86,0,3/3/2022 04:14:12,4616246
129,54.05,86,0,3/3/2022 04:19:11,4616246
129,54.68,85,0,3/3/2022 04:24:11,4616246
129,54.05,86,0,3/3/2022 04:29:11,4616246
129,54.05,85,0,3/3/2022 04:34:12,4616246
129,54.05,86,0,3/3/2022 04:39:11,4616246
129,55.3,84,0,3/3/2022 04:44:11,4616246
129,55.3,84,0,3/3/2022 04:49:11,4616246
129,56.54,82,0,3/3/2022 04:54:11,4616246
129,55.92,83,0,3/3/2022 04:59:11,4616246
129,53.43,87,0,3/3/2022 05:19:11,4616246
129,54.05,85,0,3/3/2022 05:24:12,4616246
129,53.43,87,0,3/3/2022 05:29:12,4616246
129,53.43,87,0,3/3/2022 05:34:11,4616246
129,55.3,84,0,3/3/2022 05:38:11,4616246
129,54.05,85,0,3/3/2022 05:49:12,4616246
129,54.05,86,0,3/3/2022 05:54:12,4616246
129,53.43,86,0,3/3/2022 05:59:13,4616246
129,54.05,86,0,3/3/2022 06:03:13,4616246
129,54.05,85,0,3/3/2022 06:09:12,4616246
129,55.3,84,0,3/3/2022 06:13:13,4616246
129,49.08,94,0,3/3/2022 06:24:13,4616246
129,52.81,87,0,3/3/2022 06:33:11,4616246
129,53.43,87,0,3/3/2022 06:39:12,4616246
129,55.92,83,0,3/3/2022 06:44:12,4616246
129,57.16,81,0,3/3/2022 06:53:12,4616246
129,55.3,84,0,3/3/2022 06:59:12,4616246
129,55.3,83,0,3/3/2022 07:08:13,4616246
129,55.3,84,0,3/3/2022 07:14:11,4616246
129,51.57,90,0,3/3/2022 07:19:13,4616246
129,53.43,87,0,3/3/2022 07:24:12,4616246
129,54.68,84,0,3/3/2022 07:33:14,4616246
129,52.19,89,0,3/3/2022 07:48:12,4616246
129,55.3,84,0,3/3/2022 07:54:12,4616246
129,55.3,84,0,3/3/2022 07:59:12,4616246
129,54.05,86,0,3/3/2022 08:09:12,4616246
129,50.33,92,0,3/3/2022 08:18:12,4616246
129,40.38,114,0,3/3/2022 08:24:12,4616246
129,42.25,110,0,3/3/2022 08:28:13,4616246
129,43.49,107,0,3/3/2022 08:34:12,4616246
129,43.49,106,0,3/3/2022 08:38:11,4616246
129,42.87,108,0,3/3/2022 08:44:12,4616246
129,42.87,107,0,3/3/2022 08:49:12,4616246
129,44.11,105,0,3/3/2022 08:53:12,4616246
129,45.98,101,0,3/3/2022 08:59:12,4616246
129,53.43,87,0,3/3/2022 09:08:13,4616246
129,54.68,84,0,3/3/2022 09:19:13,4616246
129,54.68,85,0,3/3/2022 09:24:12,4616246
129,54.68,84,0,3/3/2022 09:28:12,4616246
129,49.08,94,0,3/3/2022 09:33:12,4616246
129,44.73,103,0,3/3/2022 09:39:12,4616246
129,39.14,118,0,3/3/2022 09:54:12,4616246
129,46.6,99,0,3/3/2022 09:58:13,4616246
129,54.05,85,0,3/3/2022 10:09:11,4616246
129,54.05,85,0,3/3/2022 10:14:12,4616246
129,55.92,83,0,3/3/2022 10:24:12,4616246
129,49.7,93,0,3/3/2022 10:29:12,4616246
129,49.08,94,0,3/3/2022 10:34:12,4616246
129,54.05,86,0,3/3/2022 10:39:13,4616246
129,55.3,84,0,3/3/2022 10:44:11,4616246
129,54.05,85,0,3/3/2022 10:49:12,4616246
129,50.33,92,0,3/3/2022 10:54:12,4616246
129,50.95,91,0,3/3/2022 10:59:12,4616246
129,55.3,83,0,3/3/2022 11:04:13,4616246
129,52.19,89,0,3/3/2022 11:09:12,4616246
129,44.11,106,0,3/3/2022 11:14:12,4616246
129,45.36,102,0,3/3/2022 11:19:12,4616246
129,49.7,93,0,3/3/2022 11:24:12,4616246
129,52.81,87,0,3/3/2022 11:29:12,4616246
129,52.81,88,0,3/3/2022 11:34:12,4616246
129,54.68,85,0,3/3/2022 11:38:13,4616246
129,47.84,96,0,3/3/2022 11:44:12,4616246
129,52.19,88,0,3/3/2022 11:49:12,4616246
129,56.54,82,0,3/3/2022 11:54:12,4616246
129,55.92,83,0,3/3/2022 11:59:13,4616246
129,55.92,83,0,3/3/2022 12:04:12,4616246
129,55.3,83,0,3/3/2022 12:09:13,4616246
129,54.68,85,0,3/3/2022 12:14:12,4616246
129,51.57,90,0,3/3/2022 12:19:13,4616246
129,49.7,93,0,3/3/2022 12:24:13,4616246
129,52.81,88,0,3/3/2022 12:29:13,4616246
129,47.22,98,0,3/3/2022 12:34:12,4616246
129,48.46,95,0,3/3/2022 12:39:12,4616246
129,54.68,84,0,3/3/2022 12:44:12,4616246
129,55.3,84,0,3/3/2022 12:49:12,4616246
129,54.68,85,0,3/3/2022 13:04:13,4616246
129,53.43,87,0,3/3/2022 12:54:13,4616246
129,46.6,99,0,3/3/2022 13:09:12,4616246
129,55.3,83,0,3/3/2022 13:19:12,4616246
129,54.05,86,0,3/3/2022 13:24:12,4616246
129,45.98,101,0,3/3/2022 13:29:11,4616246
129,47.84,97,0,3/3/2022 13:34:11,4616246
129,54.68,84,0,3/3/2022 13:39:12,4616246
129,47.84,97,0,3/3/2022 13:44:12,4616246
129,44.73,103,0,3/3/2022 13:49:13,4616246
129,52.81,87,0,3/3/2022 14:29:12,4616246
129,47.22,98,0,3/3/2022 13:54:11,4616246
129,47.84,96,0,3/3/2022 14:04:12,4616246
129,51.57,90,0,3/3/2022 14:09:12,4616246
129,55.3,83,0,3/3/2022 14:19:12,4616246
129,54.68,85,0,3/3/2022 14:24:12,4616246
129,52.81,88,0,3/3/2022 14:34:11,4616246
129,55.92,83,0,3/3/2022 14:39:13,4616246
129,55.3,84,0,3/3/2022 14:44:12,4616246
129,52.19,89,0,3/3/2022 14:49:12,4616246
129,50.95,90,0,3/3/2022 14:54:12,4616246
129,51.57,89,0,3/3/2022 14:59:11,4616246
129,54.68,85,0,3/3/2022 15:04:13,4616246
129,53.43,86,0,3/3/2022 15:09:11,4616246
129,47.22,98,0,3/3/2022 15:14:12,4616246
129,47.84,96,0,3/3/2022 15:19:11,4616246
129,50.95,91,0,3/3/2022 15:24:13,4616246
129,51.57,89,0,3/3/2022 15:29:12,4616246
129,54.05,85,0,3/3/2022 15:34:11,4616246
129,55.3,84,0,3/3/2022 15:39:12,4616246
129,55.92,82,0,3/3/2022 15:44:11,4616246
129,56.54,82,0,3/3/2022 15:49:12,4616246
129,55.3,84,0,3/3/2022 15:54:11,4616246
129,52.81,87,0,3/3/2022 15:59:12,4616246
129,52.19,88,0,3/3/2022 16:04:12,4616246
129,52.19,89,0,3/3/2022 16:09:12,4616246
129,50.95,91,0,3/3/2022 16:14:12,4616246
129,52.81,88,0,3/3/2022 16:19:12,4616246
129,54.68,84,0,3/3/2022 16:24:12,4616246
129,52.19,89,0,3/3/2022 16:29:12,4616246
129,48.46,95,0,3/3/2022 16:34:12,4616246
129,47.22,98,0,3/3/2022 16:39:12,4616246
129,49.08,94,0,3/3/2022 16:44:12,4616246
129,51.57,90,0,3/3/2022 16:49:12,4616246
129,54.05,86,0,3/3/2022 16:54:12,4616246
129,55.3,84,0,3/3/2022 17:09:12,4616246
129,54.68,85,0,3/3/2022 16:59:12,4616246
129,54.68,85,0,3/3/2022 17:04:11,4616246
129,51.57,90,0,3/3/2022 17:14:12,4616246
129,45.98,101,0,3/3/2022 17:19:11,4616246
129,52.19,88,0,3/3/2022 17:24:11,4616246
129,52.81,88,0,3/3/2022 17:29:12,4616246
129,49.7,93,0,3/3/2022 17:34:13,4616246
129,47.84,96,0,3/3/2022 17:39:12,4616246
129,50.33,92,0,3/3/2022 17:43:13,4616246
129,45.36,103,0,3/3/2022 17:54:11,4616246
129,47.22,98,0,3/3/2022 17:49:13,4616246
129,42.25,109,0,3/3/2022 17:59:12,4616246
129,36.03,129,0,3/3/2022 18:04:12,4616246
129,37.9,122,0,3/3/2022 18:09:12,4616246
129,43.49,107,0,3/3/2022 18:14:13,4616246
129,45.36,102,0,3/3/2022 18:19:12,4616246
129,49.7,94,0,3/3/2022 18:24:13,4616246
129,51.57,90,0,3/3/2022 18:29:12,4616246
129,52.81,88,0,3/3/2022 18:34:13,4616246
129,50.95,91,0,3/3/2022 18:39:13,4616246
129,50.33,92,0,3/3/2022 18:44:12,4616246
129,51.57,90,0,3/3/2022 18:54:12,4616246
129,47.22,98,0,3/3/2022 18:59:12,4616246
129,45.98,100,0,3/3/2022 19:04:13,4616246
129,48.46,95,0,3/3/2022 19:09:14,4616246
129,50.95,91,0,3/3/2022 19:14:12,4616246
129,51.57,89,0,3/3/2022 19:19:14,4616246
129,51.57,90,0,3/3/2022 19:24:12,4616246
129,51.57,90,0,3/3/2022 19:29:12,4616246
129,52.19,89,0,3/3/2022 19:34:13,4616246
129,52.19,88,0,3/3/2022 19:39:12,4616246
129,51.57,90,0,3/3/2022 19:44:13,4616246
129,52.81,88,0,3/3/2022 19:49:13,4616246
129,52.19,88,0,3/3/2022 19:54:12,4616246
129,51.57,90,0,3/3/2022 19:59:12,4616246
129,51.57,89,0,3/3/2022 20:04:13,4616246
129,54.68,84,0,3/3/2022 20:34:13,4616246
129,54.68,84,0,3/3/2022 20:09:13,4616246
129,54.68,85,0,3/3/2022 20:14:14,4616246
129,54.05,86,0,3/3/2022 20:19:13,4616246
129,52.81,87,0,3/3/2022 20:24:12,4616246
129,52.19,88,0,3/3/2022 20:29:12,4616246
129,54.68,85,0,3/3/2022 20:39:12,4616246
129,48.46,95,0,3/3/2022 20:44:13,4616246
129,48.46,96,0,3/3/2022 20:49:13,4616246
129,52.19,88,0,3/3/2022 20:54:13,4616246
129,53.43,86,0,3/3/2022 20:59:12,4616246
129,54.68,84,0,3/3/2022 21:03:12,4616246
129,55.92,83,0,3/3/2022 21:08:13,4616246
129,54.05,85,0,3/3/2022 21:13:13,4616246
129,54.05,85,0,3/3/2022 21:18:13,4616246
129,55.3,84,0,3/3/2022 21:23:13,4616246
129,55.92,83,0,3/3/2022 21:28:12,4616246
129,54.68,85,0,3/3/2022 21:33:13,4616246
129,54.05,85,0,3/3/2022 21:38:13,4616246
129,55.3,84,0,3/3/2022 21:43:13,4616246
129,49.7,93,0,3/3/2022 21:48:12,4616246
129,54.68,84,0,3/3/2022 21:53:12,4616246
129,54.05,86,0,3/3/2022 21:58:13,4616246
129,54.05,86,0,3/3/2022 22:03:12,4616246
129,54.68,85,0,3/3/2022 22:09:12,4616246
129,55.3,83,0,3/3/2022 22:14:12,4616246
129,55.3,84,0,3/3/2022 22:19:12,4616246
129,54.68,84,0,3/3/2022 22:24:12,4616246
129,55.3,84,0,3/3/2022 22:29:13,4616246
129,54.68,85,0,3/3/2022 22:34:13,4616246
129,54.05,85,0,3/3/2022 22:39:12,4616246
129,55.3,84,0,3/3/2022 22:44:12,4616246
129,55.92,83,0,3/3/2022 22:49:13,4616246
129,55.3,84,0,3/3/2022 22:54:12,4616246
129,56.54,82,0,3/3/2022 22:59:13,4616246
129,57.16,81,0,3/3/2022 23:04:12,4616246
129,57.78,80,0,3/3/2022 23:09:12,4616246
129,57.16,81,0,3/3/2022 23:14:11,4616246
129,55.3,83,0,3/3/2022 23:19:11,4616246
129,57.78,80,0,3/3/2022 23:24:13,4616246
129,51.57,90,0,3/3/2022 23:29:12,4616246
129,49.08,94,0,3/3/2022 23:34:11,4616246
129,55.92,83,0,3/3/2022 23:39:11,4616246
129,57.16,81,0,3/3/2022 23:44:12,4616246
129,56.54,82,0,3/3/2022 23:49:12,4616246
129,54.05,86,0,3/3/2022 23:59:11,4616246
129,56.54,82,0,3/3/2022 23:54:11,4616246
129,56.54,82,0,3/4/2022 00:04:11,4616246
129,53.43,87,0,3/4/2022 00:09:11,4616246
129,55.92,83,0,3/4/2022 00:14:12,4616246
129,53.43,87,0,3/4/2022 00:19:11,4616246
129,45.98,101,0,3/4/2022 00:24:11,4616246
129,45.98,101,0,3/4/2022 00:29:11,4616246
129,52.19,89,0,3/4/2022 00:34:11,4616246
129,57.78,80,0,3/4/2022 00:39:11,4616246
129,52.19,89,0,3/4/2022 00:44:11,4616246
129,52.19,89,0,3/4/2022 00:49:12,4616246
129,56.54,82,0,3/4/2022 00:54:12,4616246
129,56.54,82,0,3/4/2022 00:59:12,4616246
129,41.01,114,0,3/4/2022 01:04:12,4616246
129,41.63,112,0,3/4/2022 01:09:10,4616246
129,55.3,84,0,3/4/2022 01:14:11,4616246
129,57.78,80,0,3/4/2022 01:19:11,4616246
129,57.78,80,0,3/4/2022 01:24:11,4616246
129,50.95,91,0,3/4/2022 01:29:11,4616246
129,55.3,83,0,3/4/2022 01:34:11,4616246
129,56.54,82,0,3/4/2022 01:39:11,4616246
129,56.54,82,0,3/4/2022 01:44:10,4616246
129,56.54,82,0,3/4/2022 01:49:11,4616246
129,57.78,80,0,3/4/2022 01:54:11,4616246
129,55.92,82,0,3/4/2022 01:59:11,4616246
129,55.92,83,0,3/4/2022 02:04:12,4616246
129,55.92,82,0,3/4/2022 02:09:12,4616246
129,57.16,81,0,3/4/2022 02:14:11,4616246
129,58.4,80,0,3/4/2022 02:19:11,4616246
129,59.03,78,0,3/4/2022 02:24:10,4616246
129,58.4,79,0,3/4/2022 02:29:11,4616246
129,57.16,81,0,3/4/2022 02:34:12,4616246
129,56.54,81,0,3/4/2022 02:39:11,4616246
129,58.4,79,0,3/4/2022 02:44:11,4616246
129,58.4,79,0,3/4/2022 02:49:11,4616246
129,57.78,80,0,3/4/2022 02:54:10,4616246
129,57.16,81,0,3/4/2022 02:59:11,4616246
129,55.3,84,0,3/4/2022 03:09:11,4616246
129,57.16,81,0,3/4/2022 03:04:11,4616246
129,54.68,85,0,3/4/2022 03:14:11,4616246
129,55.92,83,0,3/4/2022 03:19:12,4616246
129,54.68,84,0,3/4/2022 03:24:11,4616246
129,55.92,83,0,3/4/2022 03:29:11,4616246
129,60.27,77,0,3/4/2022 03:34:12,4616246
129,58.4,79,0,3/4/2022 03:39:11,4616246
129,50.33,92,0,3/4/2022 03:44:11,4616246
129,51.57,90,0,3/4/2022 03:49:11,4616246
129,57.78,80,0,3/4/2022 03:54:12,4616246
129,57.78,80,0,3/4/2022 03:59:11,4616246
129,58.4,80,0,3/4/2022 04:04:11,4616246
129,62.13,75,0,3/4/2022 04:09:12,4616246
129,57.78,80,0,3/4/2022 04:14:11,4616246
129,57.16,81,0,3/4/2022 04:19:11,4616246
129,59.65,78,0,3/4/2022 04:24:11,4616246
129,58.4,79,0,3/4/2022 04:29:11,4616246
129,56.54,82,0,3/4/2022 04:34:12,4616246
129,57.78,80,0,3/4/2022 04:39:12,4616246
129,57.16,81,0,3/4/2022 04:44:11,4616246
129,57.16,81,0,3/4/2022 04:49:13,4616246
129,58.4,79,0,3/4/2022 04:54:12,4616246
129,56.54,82,0,3/4/2022 04:59:12,4616246
129,57.78,80,0,3/4/2022 05:04:12,4616246
129,57.16,81,0,3/4/2022 05:09:12,4616246
129,54.68,85,0,3/4/2022 05:14:12,4616246
129,54.05,86,0,3/4/2022 05:19:13,4616246
129,50.33,92,0,3/4/2022 05:24:12,4616246
129,55.92,83,0,3/4/2022 05:29:13,4616246
129,56.54,82,0,3/4/2022 05:34:12,4616246
129,57.16,81,0,3/4/2022 05:39:13,4616246
129,57.78,80,0,3/4/2022 05:44:13,4616246
129,57.16,81,0,3/4/2022 05:49:12,4616246
129,56.54,82,0,3/4/2022 05:54:12,4616246
129,57.16,81,0,3/4/2022 05:59:13,4616246
129,57.16,81,0,3/4/2022 06:04:12,4616246
129,55.92,83,0,3/4/2022 06:09:13,4616246
129,56.54,82,0,3/4/2022 06:14:13,4616246
129,56.54,82,0,3/4/2022 06:19:12,4616246
129,58.4,79,0,3/4/2022 06:24:12,4616246
129,57.16,81,0,3/4/2022 06:29:13,4616246
129,55.92,83,0,3/4/2022 06:34:12,4616246
129,57.16,81,0,3/4/2022 06:39:13,4616246
129,55.3,84,0,3/4/2022 06:44:13,4616246
129,56.54,82,0,3/4/2022 06:49:12,4616246
129,57.16,81,0,3/4/2022 06:54:13,4616246
129,57.16,81,0,3/4/2022 06:59:13,4616246
129,57.78,80,0,3/4/2022 07:04:14,4616246
129,59.03,79,0,3/4/2022 07:09:13,4616246
129,57.78,80,0,3/4/2022 07:14:13,4616246
129,54.68,84,0,3/4/2022 07:19:14,4616246
129,55.3,83,0,3/4/2022 07:24:12,4616246
129,57.16,81,0,3/4/2022 07:29:12,4616246
129,54.68,84,0,3/4/2022 07:34:12,4616246
129,54.68,85,0,3/4/2022 07:39:12,4616246
129,53.43,87,0,3/4/2022 07:44:13,4616246
129,49.08,94,0,3/4/2022 07:49:14,4616246
129,44.73,103,0,3/4/2022 08:34:14,4616246
129,45.98,101,0,3/4/2022 08:39:13,4616246
129,49.08,94,0,3/4/2022 07:54:12,4616246
129,47.84,97,0,3/4/2022 07:59:12,4616246
129,46.6,99,0,3/4/2022 08:04:12,4616246
129,44.73,104,0,3/4/2022 08:09:12,4616246
129,39.76,116,0,3/4/2022 08:14:13,4616246
129,41.01,113,0,3/4/2022 08:19:13,4616246
129,42.87,108,0,3/4/2022 08:24:13,4616246
129,42.25,109,0,3/4/2022 08:29:14,4616246
129,46.6,99,0,3/4/2022 08:44:13,4616246
129,44.11,105,0,3/4/2022 08:49:12,4616246
129,51.57,90,0,3/4/2022 08:54:12,4616246
129,55.3,84,0,3/4/2022 08:59:13,4616246
129,53.43,87,0,3/4/2022 09:04:14,4616246
129,52.19,88,0,3/4/2022 09:09:13,4616246
129,54.68,85,0,3/4/2022 09:14:12,4616246
129,54.68,85,0,3/4/2022 09:19:13,4616246
129,54.05,86,0,3/4/2022 09:24:12,4616246
129,54.05,85,0,3/4/2022 09:29:12,4616246
129,52.19,88,0,3/4/2022 09:34:12,4616246
129,46.6,99,0,3/4/2022 09:39:12,4616246
129,52.19,89,0,3/4/2022 09:44:12,4616246
129,54.68,85,0,3/4/2022 09:49:13,4616246
129,52.81,88,0,3/4/2022 09:54:13,4616246
129,49.08,95,0,3/4/2022 09:59:11,4616246
129,53.43,87,0,3/4/2022 10:04:12,4616246
129,55.3,83,0,3/4/2022 10:09:12,4616246
129,50.95,91,0,3/4/2022 10:14:11,4616246
129,40.38,115,0,3/4/2022 10:19:12,4616246
129,42.25,109,0,3/4/2022 10:24:12,4616246
129,44.11,104,0,3/4/2022 10:29:13,4616246
129,47.84,97,0,3/4/2022 10:34:13,4616246
129,50.33,92,0,3/4/2022 10:39:12,4616246
129,49.08,94,0,3/4/2022 10:44:12,4616246
129,54.05,86,0,3/4/2022 10:49:11,4616246
129,51.57,90,0,3/4/2022 10:54:13,4616246
129,49.7,93,0,3/4/2022 10:59:12,4616246
129,52.19,89,0,3/4/2022 11:04:12,4616246
129,54.05,85,0,3/4/2022 11:09:12,4616246
129,55.92,83,0,3/4/2022 11:14:14,4616246
129,55.3,84,0,3/4/2022 11:19:13,4616246
129,52.81,88,0,3/4/2022 11:24:12,4616246
129,54.05,85,0,3/4/2022 11:29:12,4616246
129,52.19,89,0,3/4/2022 11:34:12,4616246
129,50.95,91,0,3/4/2022 11:39:12,4616246
129,54.05,85,0,3/4/2022 11:44:13,4616246
129,55.3,84,0,3/4/2022 11:49:13,4616246
129,54.05,85,0,3/4/2022 11:54:12,4616246
129,47.22,98,0,3/4/2022 11:59:12,4616246
129,54.05,85,0,3/4/2022 12:04:13,4616246
129,52.19,89,0,3/4/2022 12:09:13,4616246
129,55.3,84,0,3/4/2022 12:14:12,4616246
129,54.05,85,0,3/4/2022 12:19:12,4616246
129,53.43,87,0,3/4/2022 12:24:12,4616246
129,54.05,85,0,3/4/2022 12:29:12,4616246
129,50.33,92,0,3/4/2022 12:34:13,4616246
129,55.3,84,0,3/4/2022 12:39:12,4616246
129,57.16,81,0,3/4/2022 12:44:12,4616246
129,57.78,80,0,3/4/2022 12:49:12,4616246
129,52.19,88,0,3/4/2022 12:54:11,4616246
129,54.05,86,0,3/4/2022 12:59:12,4616246
129,55.3,84,0,3/4/2022 13:04:11,4616246
129,57.16,81,0,3/4/2022 13:09:11,4616246
129,58.4,80,0,3/4/2022 13:14:12,4616246
129,50.95,91,0,3/4/2022 13:19:12,4616246
129,50.95,91,0,3/4/2022 13:24:12,4616246
129,52.81,88,0,3/4/2022 13:29:12,4616246
129,52.81,87,0,3/4/2022 13:34:12,4616246
129,52.81,87,0,3/4/2022 13:39:12,4616246
129,51.57,90,0,3/4/2022 13:44:12,4616246
129,47.84,96,0,3/4/2022 13:49:13,4616246
129,52.81,87,0,3/4/2022 13:54:12,4616246
129,50.95,91,0,3/4/2022 13:59:12,4616246
129,54.68,85,0,3/4/2022 14:04:12,4616246
129,52.19,88,0,3/4/2022 14:09:12,4616246
129,51.57,90,0,3/4/2022 14:14:12,4616246
129,48.46,95,0,3/4/2022 14:19:12,4616246
129,52.81,87,0,3/4/2022 14:24:13,4616246
129,55.3,83,0,3/4/2022 14:29:12,4616246
129,54.68,85,0,3/4/2022 14:34:12,4616246
129,46.6,100,0,3/4/2022 14:39:12,4616246
129,37.9,121,0,3/4/2022 14:44:12,4616246
129,34.17,134,0,3/4/2022 14:49:13,4616246
129,32.31,143,0,3/4/2022 14:54:12,4616246
129,34.17,136,0,3/4/2022 14:59:10,4616246
129,39.14,118,0,3/4/2022 15:04:12,4616246
129,37.9,122,0,3/4/2022 15:09:12,4616246
129,38.52,121,0,3/4/2022 15:14:12,4616246
129,44.73,103,0,3/4/2022 15:19:11,4616246
129,52.81,87,0,3/4/2022 15:24:12,4616246
129,53.43,87,0,3/4/2022 15:29:13,4616246
129,43.49,106,0,3/4/2022 15:34:11,4616246
129,43.49,106,0,3/4/2022 15:39:11,4616246
129,42.87,108,0,3/4/2022 15:44:11,4616246
129,44.73,104,0,3/4/2022 15:49:12,4616246
129,49.08,94,0,3/4/2022 15:54:11,4616246
129,50.95,91,0,3/4/2022 15:59:13,4616246
129,50.95,91,0,3/4/2022 16:04:12,4616246
129,47.84,96,0,3/4/2022 16:09:12,4616246
129,47.84,97,0,3/4/2022 16:14:12,4616246
129,47.22,98,0,3/4/2022 16:19:12,4616246
129,45.98,101,0,3/4/2022 16:24:11,4616246
129,44.11,104,0,3/4/2022 16:29:11,4616246
129,40.38,115,0,3/4/2022 16:34:12,4616246
129,44.11,104,0,3/4/2022 16:39:12,4616246
129,45.36,102,0,3/4/2022 16:44:11,4616246
129,45.36,103,0,3/4/2022 16:49:12,4616246
129,47.84,97,0,3/4/2022 16:54:11,4616246
129,47.84,97,0,3/4/2022 16:59:12,4616246
129,45.36,102,0,3/4/2022 17:04:12,4616246
129,43.49,106,0,3/4/2022 17:09:12,4616246
129,43.49,106,0,3/4/2022 17:14:12,4616246
129,44.73,103,0,3/4/2022 17:19:12,4616246
129,43.49,106,0,3/4/2022 17:24:12,4616246
129,45.36,102,0,3/4/2022 17:29:11,4616246
129,47.84,97,0,3/4/2022 17:34:12,4616246
129,48.46,96,0,3/4/2022 17:39:11,4616246
129,44.73,103,0,3/4/2022 17:44:12,4616246
129,40.38,114,0,3/4/2022 17:49:12,4616246
129,38.52,120,0,3/4/2022 17:54:12,4616246
129,44.73,103,0,3/4/2022 18:09:11,4616246
129,37.9,122,0,3/4/2022 17:59:12,4616246
129,41.01,113,0,3/4/2022 18:04:12,4616246
129,41.01,113,0,3/4/2022 18:14:12,4616246
129,41.63,111,0,3/4/2022 18:19:12,4616246
129,41.01,113,0,3/4/2022 18:24:12,4616246
129,42.25,109,0,3/4/2022 18:29:12,4616246
129,42.25,110,0,3/4/2022 18:34:12,4616246
129,41.63,112,0,3/4/2022 18:39:12,4616246
129,46.6,100,0,3/4/2022 18:44:12,4616246
129,51.57,90,0,3/4/2022 18:49:12,4616246
129,47.84,96,0,3/4/2022 18:54:12,4616246
129,45.36,103,0,3/4/2022 18:59:12,4616246
129,48.46,96,0,3/4/2022 19:04:12,4616246
129,52.19,89,0,3/4/2022 19:09:12,4616246
129,52.19,89,0,3/4/2022 19:14:12,4616246
129,49.7,93,0,3/4/2022 19:19:13,4616246
129,49.7,93,0,3/4/2022 19:24:13,4616246
